,CITY_NAME,ALT_CITY_NAMES,COUNTRY_NAME,COUNTRY_ISO,COUNTRY_ALT_NAME,COUNTRY_ALT_ISO,REGION_L1,REGION_L2,BBX_YMIN,BBX_XMIN,BBX_YMAX,BBX_XMAX,CENTRE_Y,CENTRE_X,POPULATION,BUILT_UP_KM2,QA_FLAG,UTC_TIMESHIFT,CITY-NAME_ISO
0,aba,Aba,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,5.01681773377,7.30160638671,5.17881711314,7.41186202127,5.10886858483,7.35086200977,1195860.04123,35.5093193054,1,1.0,aba_nga
1,abbottabad,Abbottabad,Pakistan,pak,Pakistan,PAK,Asia,South-Central Asia,34.1186851861,73.1835425207,34.2925415535,73.2902506882,34.1908674722,73.2326680573,960783.03125,11.6721057892,1,5.0,abbottabad_pak
2,abeokuta,Abeokuta,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,7.09985945072,3.25835568065,7.23776390808,3.45917380386,7.16259047757,3.34404518276,695718.461304,82.1909866333,1,1.0,abeokuta_nga
3,abidjan,Abidjan; Abobo; Yopougon; Cocody; Koumassi; Port-Bouët; Adjamé; Marcory; Attécoubé; Anyama; Le Plateau; Treichville,Côte d'Ivoire,civ,Côte d'Ivoire,CIV,Africa,Western Africa,5.23552062699,-4.14193483311,5.5109661047,-3.86136711397,5.34956326151,-4.00269599617,4551850.27316,230.892303467,1,0.0,abidjan_civ
4,abu-dhabi,Abu Dhabi,United Arab Emirates,are,United Arab Emirates,ARE,Asia,Western Asia,24.3010853358,54.3018172203,24.5357832586,54.5459714339,24.4201513173,54.4360668626,787746.212494,95.9641189575,1,4.0,abu-dhabi_are
5,abuja,Abuja,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,8.94271929082,7.29102007647,9.18652019434,7.54148335756,9.06189891144,7.43349518867,1450169.06731,135.147888184,1,1.0,abuja_nga
6,acapulco,Acapulco,Mexico,mex,Mexico,MEX,Latin America and the Caribbean,Central America,16.7934189494,-99.9723790868,16.9414658373,-99.790506917,16.8676993548,-99.8617477852,749405.720142,65.0825576782,1,-7.0,acapulco_mex
7,accra,Accra; Ashaiman; Tema,Ghana,gha,Ghana,GHA,Africa,Western Africa,5.46235459361,-0.490322728936,5.76215015913,0.0500397810115,5.62108507064,-0.215586874558,4412617.47175,494.896209717,1,0.0,accra_gha
8,ad-daein,Ad Da'ein,Sudan,sdn,Sudan,SDN,Africa,Northern Africa,11.4327297914,26.1053235485,11.4897817514,26.1659396248,11.462822584,26.1343226355,560072.633301,8.04245376587,1,3.0,ad-daein_sdn
9,ad-diwaniyah,Ad Diwaniyah,Iraq,irq,Iraq,IRQ,Asia,Western Asia,31.9564994113,44.8545106319,32.0339960244,44.981861481,31.9908663269,44.9201336421,1017084.61459,13.7697572708,1,3.0,ad-diwaniyah_irq
10,adana,Adana,Turkey,tur,Turkey,TUR,Asia,Western Asia,36.9525027391,35.1328332731,37.0670097207,35.4106742474,37.0034193536,35.2831339317,737573.517578,65.0016174316,1,2.0,adana_tur
11,addis-ababa,Addis Ababa,Ethiopia,eth,Ethiopia,ETH,Africa,Eastern Africa,8.84521651746,38.5921948146,9.09711916585,38.9368878517,8.99259382559,38.7590895169,3830787.81944,105.391441345,1,3.0,addis-ababa_eth
12,adelaide,Adelaide,Australia,aus,Australia,AUS,Oceania,Australia/New Zealand,-35.0504091684,138.459404162,-34.7190651121,138.742836718,-34.877545658,138.595879372,930902.885983,363.440338135,1,9.5,adelaide_aus
13,agadir,Agadir,Morocco,mar,Morocco,MAR,Africa,Northern Africa,30.3089782562,-9.67041606475,30.4629787361,-9.42460886934,30.3856779838,-9.5414630052,952634.435277,52.9980583191,1,0.0,agadir_mar
14,agartala,Agartala,India,ind,India;Bangladesh,IND; BGD,Asia,South-Central Asia,23.7736146493,91.1731244434,23.9158670921,91.4087179796,23.8456216562,91.2751364175,842924.76381,51.5760688782,1,6.0,agartala_ind
15,agra,Agra,India,ind,India,IND,Asia,South-Central Asia,27.0443875743,77.8926535885,27.2473210245,78.0891088072,27.1690604764,77.9997288259,2430431.82373,68.0243911743,1,5.5,agra_ind
16,aguascalientes,Aguascalientes; Jesús María,Mexico,mex,Mexico,MEX,Latin America and the Caribbean,Central America,21.8296912438,-102.363905463,21.9794951899,-102.218635955,21.8944174676,-102.289911388,877349.819031,89.4615097046,1,-6.0,aguascalientes_mex
17,ahmadnagar,Ahmadnagar,India,ind,India,IND,Asia,South-Central Asia,19.0437836246,74.6680380345,19.1842865058,74.7988358926,19.1122791704,74.730273093,592607.570356,22.5440387726,1,5.5,ahmadnagar_ind
18,ahmedabad,Ahmedabad,India,ind,India,IND,Asia,South-Central Asia,22.9380177189,72.4427842766,23.1383792015,72.7081635232,23.0310893825,72.5832060978,6678958.8513,185.317779541,1,5.5,ahmedabad_ind
19,ahwaz,Ahwaz,Iran,irn,Iran,IRN,Asia,South-Central Asia,31.2172084335,48.5560506589,31.380350092,48.7816956775,31.3097732028,48.6748169003,1232269.4836,59.3087654114,1,3.5,ahwaz_irn
20,ajmer,Ajmer,India,ind,India,IND,Asia,South-Central Asia,26.3942412777,74.5844728327,26.5207830425,74.7117465176,26.4628660609,74.6447589842,556676.689188,26.2357330322,1,5.5,ajmer_ind
21,akola,Akola,India,ind,India,IND,Asia,South-Central Asia,20.6582535029,76.9572019533,20.741218495,77.0923787707,20.6981106131,77.0243824888,664648.847797,24.5337638855,1,5.5,akola_ind
22,akure,Akure,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,7.17286570134,5.13401256537,7.310778665,5.24466479848,7.25173551628,5.19137535857,530932.573364,62.4587974548,1,1.0,akure_nga
23,al-ain,Al Ain; Al-Buraimi,United Arab Emirates,are,United Arab Emirates;Oman,ARE; OMN,Asia,Western Asia,24.1084211568,55.6013249301,24.3010853358,55.8224511461,24.2123308846,55.7214541404,783519.332134,89.001373291,1,4.0,al-ain_are
24,al-fashir,Al-Fashir,Sudan,sdn,Sudan,SDN,Africa,Northern Africa,13.571301937,25.3170556174,13.6612422302,25.3886853185,13.6210696539,25.3529873782,632597.412079,19.6770248413,1,3.0,al-fashir_sdn
25,al-ismailiya,Al Ismailiya,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.5400134769,32.1391454754,30.6341984432,32.3139955874,30.5846691837,32.2475588028,599110.269341,34.0979614258,1,2.0,al-ismailiya_egy
26,al-managil,Al Managil,Sudan,sdn,Sudan,SDN,Africa,Northern Africa,14.2093470413,32.9650545772,14.2666406527,33.0290403001,14.2396301153,32.9979015076,558879.100464,1.05495607853,1,3.0,al-managil_sdn
27,al-minya,Al-Minya,Egypt,egy,Egypt,EGY,Africa,Northern Africa,28.0011029884,30.689642934,28.1962234107,30.8177360519,28.0950951888,30.7537086459,511671.10791,21.8109893799,1,2.0,al-minya_egy
28,al-ubayyid,Al-Ubayyid,Sudan,sdn,Sudan,SDN,Africa,Northern Africa,13.1381341344,30.1763882139,13.2198412475,30.2689269412,13.1830717559,30.221804186,680618.161011,31.3067474365,1,3.0,al-ubayyid_sdn
29,al-zaqaziq,Al-Zaqaziq‎,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.5485743177,31.3722796875,30.6427624301,31.5952859778,30.5966947271,31.4947954373,924759.814377,25.8357925415,1,2.0,al-zaqaziq_egy
30,alappuzha,Alappuzha; Cherthala,India,ind,India,IND,Asia,South-Central Asia,9.34096053986,76.2960649672,9.77190776258,76.3901623422,9.56491637603,76.338218594,816717.69612,34.6805877686,1,5.0,alappuzha_ind
31,albuquerque,Albuquerque; Rio Rancho,United States,usa,United States,USA,Northern America,Northern America,35.0155071126,-106.763946449,35.2774098044,-106.474758225,35.1290376291,-106.629162042,685933.747072,333.049438477,1,-7.0,albuquerque_usa
32,aleppo,Aleppo,Syria,syr,Syria,SYR,Asia,Western Asia,36.1264321012,36.972727263,36.3019150074,37.3021728926,36.2042769209,37.1462429469,2112719.31383,124.301651001,1,2.0,aleppo_syr
33,alexandria,Alexandria,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.9855582255,29.660349908,31.3374077247,30.2246895902,31.0713415601,29.8014348285,5532976.20282,251.108078003,1,2.0,alexandria_egy
34,algiers,Algiers; Les Eucalyptus; Kouba,Algeria,dza,Algeria,DZA,Africa,Northern Africa,36.6005775172,2.80391560297,36.8204595915,3.58522425543,36.7293386237,3.13114909349,3857232.5094,290.158660889,1,1.0,algiers_dza
35,aligarh,Aligarh,India,ind,India,IND,Asia,South-Central Asia,27.8400175202,78.0134328816,27.9756623891,78.1718639953,27.9036661111,78.0815966691,1617979.67169,30.36095047,1,5.5,aligarh_ind
36,almaty,Almaty,Kazakhstan,kaz,Kazakhstan,KAZ,Asia,South-Central Asia,43.1649443971,76.7466213878,43.3837758075,77.0328332851,43.2643169168,76.9027291057,1730584.31183,208.389053345,1,6.0,almaty_kaz
37,alwar,Alwar,India,ind,India,IND,Asia,South-Central Asia,27.4927197781,76.5828216728,27.6197314395,76.7333001996,27.5493389316,76.6454402262,765451.077454,25.2724819183,1,5.5,alwar_ind
38,amaigbo,Amaigbo; Ihiala; Dikenafai; Nkwerre,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,5.64870704114,6.78695024608,5.94043552171,7.22624764266,5.77616431966,7.00898116563,1713470.69197,61.4408531189,1,1.0,amaigbo_nga
39,amarah,Amarah; متوسطة الاعتدال,Iraq,irq,Iraq,IRQ,Asia,Western Asia,31.7843729578,47.1036250429,31.8876342572,47.1920241683,31.8371136323,47.1451948535,564268.692017,10.5143156052,1,3.0,amarah_irq
40,ambala,Ambala,India,ind,India,IND,Asia,South-Central Asia,30.3004253615,76.7349254788,30.4116350408,76.895707308,30.3629371176,76.8149541117,601494.937576,26.2830219269,1,5.5,ambala_ind
41,amman,Amman; Zarqa; Marj Al-hamam; Al-Ruseifa,Jordan,jor,Jordan,JOR,Asia,Western Asia,31.8359981529,35.7992737207,32.1459793319,36.1494782839,31.9768005622,35.9471688015,3672402.98486,276.238311768,1,2.0,amman_jor
42,amravati,Amravati,India,ind,India,IND,Asia,South-Central Asia,20.8242008171,77.7169667616,20.9736129313,77.8140236336,20.9183238433,77.7571405412,719732.949793,32.0974845886,1,5.5,amravati_ind
43,amritsar,Amritsar,India,ind,India,IND,Asia,South-Central Asia,31.5779807519,74.7654819643,31.7241573171,74.9945575845,31.6423450664,74.8768629644,1209648.60143,62.1254234314,1,5.5,amritsar_ind
44,amsterdam,Amsterdam,Netherlands,nld,Netherlands,NLD,Europe,Western Europe,52.220645115,4.6903746509,52.5223340294,5.04843207829,52.3557120806,4.85057771804,1128715.32819,215.318954468,1,1.0,amsterdam_nld
45,an-nazlah,An Nazlah; Kafr Abu al Duqun; Kafr al Shaykh Mahsub; Kafr al Azzazi; Al Ihsaniya; Kafr al Nakhkhal; ; Heim; Khalil Barakat Village; Kafr Abu Hatab; Abu Hammad al Mahattah; Kafr Abu Umar; Shirshima; Izbat al Kananah; Al Isdia; Shinbarat al Tananat; Al Idwa,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.505772966,31.5596488853,30.7027183723,31.7572833772,30.6037155313,31.6593626267,633194.069982,28.5122776031,1,2.0,an-nazlah_egy
46,anand,Anand,India,ind,India,IND,Asia,South-Central Asia,22.504286229,72.8706066804,22.5959936045,73.009585673,22.5525477349,72.9431572792,694024.370213,22.5987014771,1,5.5,anand_ind
47,angeles,Angeles; San Fernando; Mabalacat,Philippines,phl,Philippines,PHL,Asia,South-Eastern Asia,15.0037772432,120.539156184,15.2415036092,120.743609182,15.1369033057,120.643501579,1056211.31442,60.6823387146,1,8.0,angeles_phl
48,ankara,Ankara,Turkey,tur,Turkey,TUR,Asia,Western Asia,39.8444049217,32.6721951709,40.0680136243,33.0343481206,39.9521311215,32.8467068277,3002439.98031,166.20223999,1,2.0,ankara_tur
49,anqing,Anqing; Daguan; Yingjiang,China,chn,China,CHN,Asia,Eastern Asia,30.4972135507,116.984944804,30.5828205362,117.192123414,30.5317515407,117.06331219,548114.871712,37.5198554993,1,8.0,anqing_chn
50,anshan,Anshan; Tiexi; Lishan; Tiedong; Qianshan; 铁西区; Liaoyang,China,chn,China,CHN,Asia,Eastern Asia,41.0461986706,122.890300337,41.2352768843,123.112484133,41.1340211465,123.003732929,1386689.50296,112.841049194,1,8.0,anshan_chn
51,antalya,Antalya,Turkey,tur,Turkey,TUR,Asia,Western Asia,36.8292598011,30.589810896,37.0229609037,30.8392716999,36.9173420615,30.7250818721,944863.830208,83.1259765625,1,2.0,antalya_tur
52,antananarivo,Antananarivo,Madagascar,mdg,Madagascar,MDG,Africa,Eastern Africa,-19.0355201645,47.4295871833,-18.7959476895,47.6034297265,-18.8982991244,47.5244442162,2148583.73258,61.4517402649,1,3.0,antananarivo_mdg
53,antwerp,Antwerp,Belgium,bel,Belgium,BEL,Europe,Western Europe,51.0405450634,4.24390704641,51.3682948315,4.53001497511,51.2163371341,4.39613910932,792029.469923,215.043441772,1,1.0,antwerp_bel
54,anyang,Anyang; Long'an; Yindu; Beiguan,China,chn,China,CHN,Asia,Eastern Asia,36.0387459901,114.066290973,36.1702889648,114.455906611,36.1104059952,114.282986944,1076264.23581,115.764884949,1,8.0,anyang_chn
55,aracaju,Aracaju,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-11.0090512275,-37.1131684564,-10.8217298214,-37.0223531992,-10.9215568356,-37.0703596245,777967.739082,61.5677757263,1,-3.0,aracaju_bra
56,ardabil,Ardabil,Iran,irn,Iran,IRN,Asia,South-Central Asia,38.1979856888,48.2366895625,38.2954834462,48.3404488238,38.2467284356,48.2901224843,514457.776009,34.3134002686,1,3.5,ardabil_irn
57,arequipa,Arequipa,Peru,per,Peru,PER,Latin America and the Caribbean,South America,-16.4728012208,-71.6012417098,-16.3166764247,-71.4644635403,-16.3953326386,-71.5381275452,838010.094212,35.5163764954,1,-5.0,arequipa_per
58,arusha,Arusha,Tanzania,tza,Tanzania,TZA,Africa,Eastern Africa,-3.43805420382,36.6380255178,-3.32475107574,36.8076412422,-3.38467777846,36.6970356057,678319.273224,3.59607958794,1,3.0,arusha_tza
59,asansol,Asansol,India,ind,India,IND,Asia,South-Central Asia,23.6230588377,86.668094765,23.874021976,87.0519551294,23.7224549383,86.8693596993,3167486.30473,73.2562255859,1,5.5,asansol_ind
60,ashgabat,Ashgabat; Annau; Ashgabat,Turkmenistan,tkm,Turkmenistan,TKM,Asia,South-Central Asia,37.8703966648,58.3071858868,38.0119893456,58.4821655351,37.9354169378,58.3917867272,803597.951996,46.9224777222,1,5.0,ashgabat_tkm
61,asmara,Asmara,Eritrea,eri,Eritrea,ERI,Africa,Eastern Africa,15.290701137,38.8634408824,15.3645057045,38.9599942137,15.3286718093,38.9197648598,643257.26889,3.26339745522,1,3.0,asmara_eri
62,astrakhan,Astrakhan,Russia,rus,Russia,RUS,Europe,Eastern Europe,46.2472407943,47.9104222192,46.4704713944,48.1530172078,46.3520127292,48.0251842862,540520.889495,99.5673904419,1,3.0,astrakhan_rus
63,asuncion,Asuncion; San Lorenzo; Fernando de la Mora; Lambaré; Capiatá; Luque; Ñemby; Villa Elisa; San Antonio; Ypané; Limpio; Mariano Roque Alonso,Paraguay,pry,Paraguay;Argentina,PRY; ARG,Latin America and the Caribbean,South America,-25.4762637724,-57.6768589285,-25.1484639284,-57.3992800375,-25.3173420418,-57.5386581099,1968288.15059,229.749252319,1,-3.0,asuncion_pry
64,asyut,Asyut,Egypt,egy,Egypt,EGY,Africa,Northern Africa,27.1035620722,31.1299565496,27.230404559,31.3001172261,27.1773902799,31.2032612878,834215.219593,19.1074371338,1,2.0,asyut_egy
65,at-taif,At Taif,Saudi Arabia,sau,Saudi Arabia,SAU,Asia,Western Asia,21.2144523327,40.3652694366,21.3640140291,40.4723216242,21.2841308441,40.4239987078,693623.526678,31.6042957306,1,3.0,at-taif_sau
66,at-tarimiyah,At Tarimiyah,Iraq,irq,Iraq,IRQ,Asia,Western Asia,33.5892499697,44.3118294647,33.6933036698,44.4375175153,33.6408373375,44.3840999633,542357.555634,6.00707960129,1,3.0,at-tarimiyah_irq
67,athens,Athens; Piraeus,Greece,grc,Greece,GRC,Europe,Southern Europe,37.826169909,23.5432916757,38.1448257382,23.8912325967,37.9999030951,23.7426878829,3315199.4213,326.119842529,1,2.0,athens_grc
68,atlanta,Atlanta; Sandy Springs; Marietta; Smyrna,United States,usa,United States,USA,Northern America,Northern America,33.5285738324,-84.5857042968,34.0231216144,-83.9350000016,33.8409695374,-84.3009057106,1516952.49858,699.647094727,1,-5.0,atlanta_usa
69,auckland,Auckland,New Zealand,nzl,New Zealand,NZL,Oceania,Australia/New Zealand,-37.0846319374,174.581778762,-36.811659762,174.98911423,-36.920127889,174.796442603,1034100.9573,254.246490479,1,12.0,auckland_nzl
70,aurangabad,Aurangabad,India,ind,India,IND,Asia,South-Central Asia,19.8047031229,75.2646441653,19.9288961574,75.4255919751,19.8740208457,75.3385042263,1539255.38083,36.0066452026,1,5.5,aurangabad_ind
71,austin,Austin; Round Rock,United States,usa,United States,USA,Northern America,Northern America,30.146521394,-97.8953292004,30.574258553,-97.5841116606,30.371637529,-97.7351314945,1063620.66747,378.543640137,1,-6.0,austin_usa
72,azamgarh,Azamgarh,India,ind,India,IND,Asia,South-Central Asia,26.0149302686,83.137247173,26.1076075007,83.2336553191,26.0574191428,83.1807432642,647473.405457,5.68442487717,1,5.5,azamgarh_ind
73,bacolod,Bacolod; Talisay,Philippines,phl,Philippines,PHL,Asia,South-Eastern Asia,10.5937467193,122.896131705,10.7565850857,123.005118542,10.6616767949,122.957454185,539695.779285,12.5805950165,1,8.0,bacolod_phl
74,baghdad,Baghdad,Iraq,irq,Iraq,IRQ,Asia,Western Asia,33.0350901805,44.0788578019,33.493908962,44.5606879428,33.3214056006,44.3801298593,5367305.28468,434.25869751,1,3.0,baghdad_irq
75,bahraich,Bahraich,India,ind,India,IND,Asia,South-Central Asia,27.5519849568,81.5710741373,27.6197314395,81.6629856951,27.5819140977,81.6137914239,932405.41095,5.10244750977,1,5.5,bahraich_ind
76,bakersfield,Bakersfield,United States,usa,United States,USA,Northern America,Northern America,35.2686745941,-119.18865903,35.4521886617,-118.889495816,35.3638104421,-119.04753537,533318.453653,234.861343384,1,-8.0,bakersfield_usa
77,baku,Baku; Khyrdalan,Azerbaijan,aze,Azerbaijan,AZE,Asia,Western Asia,40.3187820757,49.6927044873,40.5160590598,50.0161070074,40.4202565393,49.8726374801,1961523.09769,200.170333862,1,4.0,baku_aze
78,balikpapan,Balikpapan,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-1.28598234247,116.797337282,-1.18892151546,116.985839469,-1.2436125537,116.869631852,614894.683914,22.5701942444,1,8.0,balikpapan_idn
79,ballari,Ballari,India,ind,India,IND,Asia,South-Central Asia,15.0939373369,76.8448427833,15.1759137403,76.9839331671,15.1425361707,76.9129829544,585395.518829,23.4054374695,1,5.5,ballari_ind
80,ballia,Ballia,India,ind,India,IND,Asia,South-Central Asia,25.737064606,84.0840849653,25.8212401474,84.255365303,25.7739387197,84.1729908155,659108.228867,8.06798648834,1,5.5,ballia_ind
81,balrampur,Balrampur,India,ind,India,IND,Asia,South-Central Asia,27.3911504392,82.1376679575,27.4419306781,82.2030912842,27.4176530562,82.1727951395,668219.564575,1.32429301739,1,5.5,balrampur_ind
82,baltimore,Baltimore; Towson,United States,usa,United States,USA,Northern America,Northern America,39.1128652779,-76.8359597507,39.5050403196,-76.4034891567,39.3115526428,-76.6114820825,1360858.2978,442.294403076,1,-5.0,baltimore_usa
83,bamako,Bamako,Mali,mli,Mali,MLI,Africa,Western Africa,12.5174947868,-8.11271715046,12.7297530975,-7.83128733226,12.6206401797,-7.97971156592,2968307.44845,149.910858154,1,0.0,bamako_mli
84,banda,Banda; Mawai,India,ind,India,IND,Asia,South-Central Asia,25.4510364144,80.306412016,25.5183138359,80.3665352967,25.4819975431,80.3397110256,654245.685333,4.74793434143,1,5.5,banda_ind
85,bandar-lampung,Bandar Lampung,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-5.55957913985,105.193449786,-5.30842804183,105.382039468,-5.40770398137,105.276588108,1091523.12327,62.6173553467,1,7.0,bandar-lampung_idn
86,bandung,Bandung; Cimahi,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-7.13230612279,107.413029287,-6.78354969492,107.901519068,-6.9415824177,107.643099757,8181546.40897,357.098510742,1,7.0,bandung_idn
87,bangkok,Bangkok; Nonthaburi; City of Nonthaburi; Pak Kret; Bangkok Noi; Taling Chan; Bang Phlat; Bang Kho Laem; Thawi Watthana; Rangsit; Samut Prakan; Mueang Nonthaburi; Samut Sakhon; Bang Kruai,Thailand,tha,Thailand,THA,Asia,South-Eastern Asia,13.5058989997,100.161918343,14.1684264278,100.883862213,13.7668897966,100.543709888,14730839.4278,1045.68457031,1,7.0,bangkok_tha
88,bangui,Bangui; Bimbo,Central African Republic,caf,Central African Republic;Democratic Republic of the Congo,CAF; COD,Africa,Middle Africa,4.32038958696,18.502045467,4.4742291508,18.601878702,4.3886607798,18.5439306149,1024435.87789,57.0535163879,1,1.0,bangui_caf
89,banha,Banha,Egypt,egy,Egypt,EGY,Africa,Northern Africa,30.4201916136,31.1140568257,30.5828205362,31.2911095338,30.4980365591,31.2053769811,594813.943828,22.0754318237,1,2.0,banha_egy
90,banjarmasin,Banjarmasin,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,-3.42186773092,114.538355431,-3.24382333269,114.68391682,-3.32264692248,114.605019472,919312.007971,39.0119743347,1,8.0,banjarmasin_idn
91,baoding,Baoding; Qingyuan,China,chn,China,CHN,Asia,Eastern Asia,38.7392779183,115.36349623,38.9348745596,115.588759376,38.8516952085,115.483114176,1251378.9371,173.230743408,1,8.0,baoding_chn
92,baoji,Baoji,China,chn,China,CHN,Asia,Eastern Asia,34.3186316815,107.035960658,34.4143216539,107.433595659,34.3649875644,107.216016268,848686.332184,68.6475219727,1,8.0,baoji_chn
93,baotou,Baotou; Hondlon; Donghe; Jiuyuan; Qingshan,China,chn,China,CHN,Asia,Eastern Asia,40.5429772658,109.692377326,40.7135534228,110.100174468,40.6331957031,109.893188799,1995853.75624,150.821136475,1,8.0,baotou_chn
94,barcelona,Barcelona; Puerto La Cruz; Lechería,Venezuela,ven,Venezuela,VEN,Latin America and the Caribbean,South America,10.048476381,-64.7227210452,10.2518932769,-64.5737263677,10.1661154555,-64.6597707822,768015.877087,55.7359924316,1,-4.5,barcelona_ven
95,barcelona,Barcelona; l'Hospitalet de Llobregat; Badalona; Terrassa; Sabadell,Spain,esp,Spain,ESP,Europe,Southern Europe,41.2623047209,1.94212898955,41.6411357974,2.40072706223,41.4155698921,2.17142802589,3832012.36925,308.673461914,1,1.0,barcelona_esp
96,bareilly,Bareilly,India,ind,India,IND,Asia,South-Central Asia,28.306568527,79.3317430887,28.4424374715,79.4848102633,28.3844535109,79.4171516012,1509151.40424,29.0970573425,1,5.5,bareilly_ind
97,barnaul,Barnaul,Russia,rus,Russia,RUS,Europe,Eastern Europe,53.2848250312,83.5435430574,53.4025724309,83.8291498234,53.3467501971,83.7042616746,501147.817871,82.2240447998,1,6.0,barnaul_rus
98,barquisimeto,Barquisimeto; El Manzano,Venezuela,ven,Venezuela,VEN,Latin America and the Caribbean,South America,10.0077989091,-69.4731026061,10.1135644122,-69.2658709913,10.0606154341,-69.3601019154,965075.992584,60.2396659851,1,-4.5,barquisimeto_ven
99,barranquilla,Barranquilla,Colombia,col,Colombia,COL,Latin America and the Caribbean,South America,10.8217298214,-74.8545664292,11.0497792761,-74.7384650943,10.9443489669,-74.7965547032,1912315.74915,95.687713623,1,-5.0,barranquilla_col
100,basra,Basra; Al Hartha,Iraq,irq,Iraq,IRQ,Asia,Western Asia,30.4287484702,47.7025580625,30.6085082016,47.8724424976,30.5240129389,47.7933205395,1484284.04515,23.4629535675,1,3.0,basra_irq
101,basti,Basti,India,ind,India,IND,Asia,South-Central Asia,26.7740256991,82.6997844477,26.8331464026,82.7968985659,26.8044736241,82.7484575742,715412.840576,7.39339256287,1,5.5,basti_ind
102,batam-city,Batam City,Indonesia,idn,Indonesia,IDN,Asia,South-Eastern Asia,1.01906814991,103.880092138,1.1970098663,104.090168695,1.10207340778,103.980209341,953793.631264,40.8800926208,1,7.0,batam-city_idn
103,bauchi,Bauchi,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,10.2518932769,9.75597820519,10.3658285062,9.89707706353,10.3080987567,9.83099846901,555593.865883,33.1659240723,1,1.0,bauchi_nga
104,begusarai,Begusarai,India,ind,India,IND,Asia,South-Central Asia,25.3837732644,85.9469865869,25.5014931399,86.2115662429,25.4298896534,86.061904187,993322.027481,26.7293491364,1,5.5,begusarai_ind
105,beihai,Beihai; 海城区; 银海区,China,chn,China,CHN,Asia,Eastern Asia,21.4055692461,109.049691673,21.5552053489,109.239788741,21.4802802223,109.152351875,566475.467384,54.9451408386,1,8.0,beihai_chn
106,beijing,Beijing; Chaoyang; Daxing; Dongcheng; Fengtai; Fangshan; Haidian; Mentougou; Shijingshan; Tongzhou; Xicheng,China,chn,China,CHN,Asia,Eastern Asia,39.6299967937,115.889113732,40.1843986841,116.746338014,39.8989994115,116.3498742,17982667.6475,1382.28771973,1,8.0,beijing_chn
107,beirut,Beirut; Antelias; Aley,Lebanon,lbn,Lebanon,LBN,Asia,Western Asia,33.7366733894,35.4403733478,34.1534456596,35.6892665959,33.9120671062,35.5720652753,2463481.75301,137.941604614,1,2.0,beirut_lbn
108,belagavi,Belagavi,India,ind,India,IND,Asia,South-Central Asia,15.7747142328,74.4624656435,15.9306761056,74.5639579492,15.8594321703,74.5096107329,857169.991119,10.7703094482,1,5.5,belagavi_ind
109,belem,Belém; Ananindeua; Marituba,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-1.48010834598,-48.511945004,-1.24554016548,-48.3008051871,-1.3730230766,-48.4313028794,2087906.90559,143.60710144,1,-3.0,belem_bra
110,belgrade,Belgrade,Serbia,srb,Serbia,SRB,Europe,Southern Europe,44.693860653,20.3207469449,44.8963822457,20.5843981379,44.797593725,20.4565603867,1106870.25569,119.553253174,1,1.0,belgrade_srb
111,belo-horizonte,Belo Horizonte; Contagem; Betim; Ibirité,Brazil,bra,Brazil,BRA,Latin America and the Caribbean,South America,-20.0531263925,-44.2264788148,-19.738481955,-43.8555205049,-19.9004319778,-44.0084108844,4038591.7346,392.45098877,1,-3.0,belo-horizonte_bra
112,bengaluru,Bengaluru,India,ind,India,IND,Asia,South-Central Asia,12.8604072837,77.362134571,13.2198412475,77.720559727,13.0201455335,77.5746969954,10631615.3677,275.842010498,1,5.5,bengaluru_ind
113,bengbu,Bengbu; Bengshan; Huaishang; Yuhui; Longzihu,China,chn,China,CHN,Asia,Eastern Asia,32.8708279874,117.227228493,33.000499089,117.47106183,32.9368648398,117.335568705,746030.45887,74.7355499268,1,8.0,bengbu_chn
114,beni,Beni,Democratic Republic of the Congo,cod,Democratic Republic of the Congo,COD,Africa,Middle Africa,0.460999612975,29.4051949864,0.533789777432,29.5050441715,0.497250231829,29.4652296445,1505135.45029,17.5599517822,1,2.0,beni_cod
115,benin-city,Benin City,Nigeria,nga,Nigeria,NGA,Africa,Western Africa,6.23222320461,5.51815934504,6.49974977704,5.73931932195,6.34091522841,5.62416513542,1550238.77168,172.291992188,1,1.0,benin-city_nga
116,benxi,Benxi; Pingshan; Mingshan; Xihu,China,chn,China,CHN,Asia,Eastern Asia,41.2442856989,123.664765537,41.3434133379,123.838655732,41.2950282229,123.750806917,724867.735474,44.9424247742,1,8.0,benxi_chn
